user_id,age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year,great_customer_class,test,spent_17,spent_18
1032061,23,government,62086.5,12,Married,craft,caucasian,Male,0,0,50,NA,NA,0,0,72.387760028101,71.84876212992577
1017640,23,private,45455,10,Never-married,factory,caucasian,Male,0,0,40,61,207,0,0,44.03981073137215,57.430044264532626
1032666,25,private,48068.25,13,Married,professional,caucasian,Male,0,0,40,372,196,0,0,43.17811885802605,66.33074200481506
1033423,29,private,51312.25,14,Married,executive,not_caucasian,Male,0,0,40,72,235,0,0,32.57401097866462,24.572111408463968
1006963,24,private,64282,9,Divorced,craft,caucasian,Male,0,0,40,NA,NA,0,0,56.24797917844801,59.948538220357044
1020488,64,private,80291.5,13,Divorced,sales,caucasian,Female,0,0,5,355,167,0,0,36.18259463752108,44.86085952316324
1034842,NA,private,38938,10,Married,factory,not_caucasian,Male,0,0,40,52,62,0,1,57.01667456177661,68.25259517053493
1004985,59,government,42605.75,9,Married,service,caucasian,Male,0,0,40,411,320,0,0,75.57047527759948,89.13129125946904
1041698,21,NA,10013,10,Never-married,NA,caucasian,Male,0,2001,45,NA,369,0,0,75.88227585335744,71.8677399705421
1029438,44,private,10619,9,Never-married,clerical,caucasian,Female,0,0,30,481,241,0,0,81.486249028222,82.87855369227552
1001936,41,private,48634.25,13,Divorced,professional,caucasian,Female,NA,0,40,NA,365,0,1,60.50829968447616,69.43787502931329
1021807,20,NA,50420,10,Never-married,NA,caucasian,Male,0,0,35,431,325,0,0,53.48121428788939,67.79254795263175
1019397,52,self_employed,52684,13,Married,sales,caucasian,Male,0,0,60,NA,28,0,0,50.170417345187,30.80003305949495
1041833,23,private,38035,9,Never-married,sales,caucasian,Female,0,0,40,318,358,0,0,87.32429292679774,85.19171973055361
1017634,39,private,47790.25,10,Married,craft,caucasian,Male,0,0,40,36,364,0,1,60.159849498804526,70.66007324567344
1028502,33,government,22228.25,10,Never-married,clerical,not_caucasian,Female,0,0,40,191,92,0,1,88.75510076586507,85.7745773552762
1031958,48,private,32703,9,Married,executive,caucasian,Female,NA,0,40,NA,141,0,0,80.3626235938948,53.13378827107137
1003164,29,private,46271,10,Married,factory,caucasian,Male,0,0,55,NA,NA,0,0,42.483570368179016,72.4171836908109
1025728,44,self_employed,52069.25,9,Married,factory,caucasian,Female,0,0,45,26,83,0,1,65.5404337202854,106.04640265715601
1008335,27,private,28466.5,9,Never-married,service,caucasian,Female,0,0,30,267,177,0,1,35.21988336196619,63.71821654240822
1018635,22,NA,54355.25,10,Never-married,NA,caucasian,Female,0,0,30,NA,184,0,0,3.1767322515115684,31.08109351728791
1046536,57,government,27253.75,8,Divorced,service,caucasian,Female,0,0,40,182,181,0,0,60.46413244116403,58.77108093319545
1039653,22,private,21347.25,9,Never-married,tech,caucasian,Male,0,0,40,404,189,0,0,36.0464637708107,65.06040470623486
1004785,37,private,51766.5,14,Married,professional,caucasian,Male,0,0,70,241,158,0,0,68.78333201222048,59.80400155503955
1041053,36,private,51563.25,10,Never-married,service,caucasian,Female,0,1617,40,291,20,0,0,69.68983421788427,70.73291818707806
1029774,54,NA,48260.75,9,Married,NA,caucasian,Male,0,0,40,NA,NA,0,0,88.0023457019612,74.16706961821322
1010225,21,private,32851,9,Never-married,service,caucasian,Male,0,0,25,74,236,0,0,62.224485288051184,52.32827812070439
1021911,46,private,36729.75,9,Divorced,sales,caucasian,Female,0,0,40,NA,182,0,0,59.273114472981135,62.63676495260826
1032613,28,private,83508,11,Never-married,sales,caucasian,Male,0,0,50,315,123,0,0,35.7667092274101,54.91909192880545
1002039,14,private,68557,9,Never-married,service,caucasian,Male,0,0,65,342,NA,0,0,20.208346857704043,5.9741468736459495
1046815,33,private,21827.5,5,Never-married,factory,caucasian,Male,0,0,50,NA,246,0,0,68.26723127625908,76.74796558175618
1007216,53,government,83604.5,2,Married,clerical,not_caucasian,Male,0,0,40,158,NA,0,0,49.39468905149353,40.36887095300866
1033157,27,private,61263.25,10,Divorced,cleaner,caucasian,Male,0,1504,40,NA,NA,0,0,58.731790725383554,60.96729389708729
1007778,14,private,NA,10,Never-married,cleaner,caucasian,Male,0,0,45,342,NA,0,0,58.85738081328735,68.25259517053493
1031154,33,private,NA,12,Married,sales,not_caucasian,Male,0,0,60,77,NA,0,1,58.20528153558515,68.25259517053493
1018036,25,private,42330.75,13,Married,executive,caucasian,Female,0,0,40,NA,221,0,1,54.49334080351814,66.84799931307413
1028753,24,private,50400.75,9,Divorced,cleaner,caucasian,Male,0,NA,30,208,241,0,0,88.25970435830763,84.94532675883916
1017932,36,self_employed,34007,5,Married,craft,caucasian,Male,0,0,30,32,383,0,0,65.45969274039966,75.04653885991158
1011561,14,NA,65903,9,Never-married,NA,not_caucasian,Female,0,0,40,200,NA,0,0,64.27532695367682,102.00151773995813
1041437,40,self_employed,41277,13,Married,clerical,caucasian,Male,0,0,40,41,8,0,0,91.65171660870053,93.97726544904384
1043293,21,private,68797.5,10,Never-married,sales,caucasian,Female,0,0,20,338,204,0,0,79.66388827195344,67.14315546524165
1023695,19,private,46539.75,10,Never-married,sales,caucasian,Female,0,0,40,408,102,0,0,58.283338761852406,31.015161117966002
1027517,31,private,24120,9,Never-married,clerical,caucasian,Female,0,0,50,401,79,0,0,64.03366908946707,77.41570896320825
1046471,25,private,82848.75,10,Never-married,executive,caucasian,Male,0,0,50,167,NA,0,0,102.31554398047552,112.38448732011244
1000516,20,NA,9613.75,9,Never-married,NA,caucasian,Male,0,0,40,NA,495,0,0,34.337806532075774,46.24487152198248
1024078,43,private,52153.25,13,Divorced,tech,caucasian,Male,0,0,40,NA,251,0,1,49.20635742556303,68.24300457262034
1033909,52,private,34414.5,7,Married,factory,not_caucasian,Male,0,0,40,482,355,0,0,121.71342447671269,109.14892799208974
1034030,14,private,27592.75,8,Never-married,factory,caucasian,Male,0,0,40,230,NA,0,0,73.33292681736607,70.18452806161547
1035951,43,self_employed,27203.75,9,Married,craft,caucasian,Male,0,0,60,83,NA,0,1,75.8075866251253,91.18292544315285
1035631,38,private,45819.75,10,Married,craft,caucasian,Male,0,0,43,60,391,0,1,70.96270983838338,89.29288550213806
1017620,NA,government,8545,10,Married,executive,caucasian,Male,0,0,40,62,331,0,1,58.3058266310263,68.25259517053493
1048223,25,government,48080.25,13,Never-married,professional,caucasian,Female,0,0,40,NA,115,0,1,57.075295970727,61.00581103691985
1024926,34,self_employed,72432.75,7,Married,factory,caucasian,Male,0,0,40,6,105,0,0,68.5173557433817,50.235052052823136
1008092,32,private,12787.5,8,Married,service,caucasian,Female,0,0,40,NA,341,0,0,57.017632156560374,52.35398773788785
1001490,44,self_employed,34617.75,10,Married,craft,caucasian,Male,0,0,50,236,358,0,0,56.009559927016795,69.63786049927872
1016474,47,private,30234.75,10,Married,tech,caucasian,Male,0,0,45,121,172,0,0,56.14503224022624,46.67114688402798
1016486,NA,private,35041,7,Never-married,sales,caucasian,Female,0,0,40,82,91,0,1,59.25309373733376,68.25259517053493
1008829,35,government,23863.75,13,Never-married,professional,caucasian,Female,0,0,55,419,232,0,1,30.525593062409722,60.12426703396672
1048003,58,private,48201.5,4,Never-married,cleaner,caucasian,Female,0,0,33,220,231,0,0,73.14349648513513,78.36405948670091
1042970,30,government,24796.25,12,Married,lawenf,caucasian,Male,0,0,40,NA,NA,0,1,59.26788912132262,69.53544311672842
1022810,22,private,32121.75,9,Never-married,clerical,caucasian,Female,0,0,10,40,245,0,0,89.76861150426762,69.52944022193114
1002819,14,private,40921.75,10,Married,executive,caucasian,Male,0,0,50,198,NA,0,0,69.79703269624811,78.28281080732916
1044422,41,private,30656.5,9,Divorced,cleaner,caucasian,Male,0,0,48,196,323,0,1,81.10491078117555,87.97850473903651
1009967,26,private,41354.5,12,Married,craft,caucasian,Male,0,0,40,398,444,0,1,48.1728725320327,69.46392838488367
1000963,24,private,38283.25,8,Never-married,factory,not_caucasian,Male,0,0,40,379,396,0,0,30.51953031455489,62.275411500775334
1031383,76,government,42283.25,10,Widowed,clerical,caucasian,Female,0,0,30,58,213,0,0,82.85343502352882,101.10944574870126
1042117,48,self_employed,44834.25,9,Married,craft,caucasian,Male,0,0,60,55,205,0,0,56.449232115483376,74.82074104832104
1043351,34,government,52132,12,Married,farm,caucasian,Male,0,0,30,7,NA,0,0,45.38571303109725,41.727515098330166
1006093,45,private,30920.25,9,Married,cleaner,caucasian,Male,0,0,40,327,92,0,0,50.34165535664658,82.03301969103005
1016859,58,government,70908.75,13,Never-married,professional,caucasian,Female,0,0,40,29,340,0,0,62.633373944919455,92.68171684373678
1021476,33,government,28900.75,10,Divorced,clerical,caucasian,Female,0,0,40,123,NA,0,1,84.39461620604081,88.50143421356259
1010438,18,government,73651.25,10,Never-married,executive,caucasian,Male,0,0,12,61,337,0,0,66.48360856102556,54.52623038310682
1004725,NA,private,32531.5,10,Married,executive,caucasian,Male,0,0,40,NA,134,0,0,57.44694914294787,68.25259517053493
1037744,47,private,59546.25,13,Divorced,clerical,caucasian,Female,0,0,40,NA,321,0,0,78.37071694463532,104.16509292650835
1001299,54,private,48753.75,9,Never-married,clerical,caucasian,Female,0,NA,40,99,246,0,0,40.73569040356913,54.784594168598936
1001461,17,private,21670.25,10,Divorced,sales,caucasian,Female,0,0,40,196,NA,0,0,45.28194977198732,74.3113239918399
1027422,45,private,27214.75,9,Divorced,craft,not_caucasian,Female,0,NA,40,354,159,0,0,50.57396561477048,75.92939963272501
1035385,14,private,50825.25,9,Never-married,clerical,caucasian,Female,0,0,40,466,NA,0,0,94.18528205541595,89.3896087117878
1021133,33,government,NA,10,Married,lawenf,caucasian,Male,0,0,40,151,NA,0,1,56.527300625193504,68.25259517053493
1044962,54,government,13594.25,14,Divorced,professional,caucasian,Female,0,0,40,242,112,0,0,91.36838315029907,95.34450011579509
1029272,76,NA,19861.25,6,Married,NA,caucasian,Male,1173,0,40,NA,245,0,0,96.65905207078947,91.1059271255395
1016397,56,self_employed,75772.5,10,Married,sales,caucasian,Male,0,0,50,330,307,0,0,56.06097425047824,57.41776238373481
1012654,18,private,37668.75,6,Never-married,sales,caucasian,Male,0,0,40,407,272,0,0,83.81080552649797,84.99183563680788
1008707,41,private,8281.5,11,Never-married,service,caucasian,Male,0,0,45,NA,268,0,1,96.76571742639307,122.83381496372307
1013412,26,private,47950.75,13,Never-married,sales,caucasian,Male,0,NA,40,264,116,0,1,58.74661507852308,82.36012578489691
1003583,41,private,38823.25,11,Married,craft,caucasian,Male,NA,0,45,NA,78,0,1,79.71235727971063,74.64796583249294
1042823,39,private,45426.25,9,Married,professional,caucasian,Male,0,NA,45,NA,89,0,1,53.10660560935455,53.86082266767852
1025283,25,private,46913.25,9,Never-married,cleaner,caucasian,Male,0,0,48,233,226,0,1,73.92815203552146,68.67594011398901
1035355,28,government,74134.25,9,Married,craft,caucasian,Male,0,0,45,310,317,0,0,63.887626505300844,60.99317996441173
1030538,16,self_employed,50284.5,11,Never-married,service,caucasian,Female,0,0,35,NA,NA,0,0,32.49132604549242,68.03655648610783
1047434,43,self_employed,46957.5,11,Divorced,craft,caucasian,Male,0,0,40,122,NA,0,1,73.63661413973892,95.7859706915674
1047590,43,government,11954.5,13,Never-married,professional,caucasian,Female,0,0,40,202,31,0,0,44.68305634571455,59.40559767574525
1030700,31,private,61861,11,Married,factory,caucasian,Male,0,0,40,188,68,0,0,43.857659445391164,64.00605423479458
1023096,45,private,51411,9,Divorced,tech,caucasian,Female,0,0,26,227,217,0,0,37.38262292722739,38.45866066217903
1011202,35,self_employed,12255,12,Never-married,farm,caucasian,Male,0,0,35,NA,98,0,1,14.75665601109856,16.290853879052126
1009829,NA,government,41470.75,9,Married,cleaner,not_caucasian,Male,0,0,40,NA,NA,0,1,59.143124965784786,68.25259517053493
1048185,55,private,25013.5,6,Never-married,service,caucasian,Male,0,0,40,NA,55,0,0,66.40903466127506,76.1412116986744
1013529,27,private,91246.5,10,Never-married,service,caucasian,Male,0,0,38,264,179,0,0,48.91102965387733,73.53529920106115
1015507,38,private,108909.5,10,Never-married,craft,caucasian,Male,0,1876,40,380,108,0,1,47.772312415916296,53.67283876654778
1024074,21,government,9562.75,10,Never-married,tech,caucasian,Female,0,0,20,274,120,0,0,39.96972501232948,51.135878455444
1015817,29,private,21393,13,Never-married,executive,caucasian,Female,0,0,40,169,258,0,0,37.735226193605094,63.2632860832781
1036992,28,private,72287,9,Divorced,craft,caucasian,Female,0,0,40,425,NA,0,1,112.19989328249537,98.65041853188993
1010310,27,private,84980.25,10,Never-married,service,caucasian,Male,0,0,38,208,251,0,0,75.55448550352986,79.62854695399486
1005794,30,private,119336.25,4,Married,cleaner,caucasian,Male,0,2057,40,290,NA,0,1,28.374856313890383,44.33458744090846
1043074,17,private,40189.5,6,Never-married,sales,caucasian,Male,0,0,30,376,15,0,0,98.95809481754036,112.67914070853907
1042636,23,government,86098.5,10,Married,clerical,caucasian,Female,0,0,40,NA,101,0,0,97.28255926086258,115.55161671479577
1033472,NA,private,80763.5,6,Divorced,service,not_caucasian,Male,NA,0,40,NA,200,0,1,55.94421683166736,68.25259517053493
1017854,14,private,31066.25,10,Never-married,cleaner,caucasian,Male,0,0,40,426,NA,0,0,89.93747667062514,81.67455097967705
1033562,32,private,93173,9,Married,craft,caucasian,Male,0,0,40,NA,363,0,0,43.76744297928569,76.80339513166577
1021752,60,NA,62893,9,Widowed,NA,caucasian,Male,NA,0,35,NA,483,0,0,91.83723918825844,115.51745926102191
1009119,33,self_employed,47061.5,13,Divorced,craft,caucasian,Male,0,1590,60,267,73,0,1,57.47972718309334,59.625551995436275
1037909,35,private,27236.5,9,Divorced,tech,caucasian,Female,0,0,40,454,442,0,1,72.36928319740102,80.88081830624974
1027816,32,self_employed,20540.25,6,Widowed,trucker,caucasian,Male,0,0,35,NA,NA,0,1,63.84519602976938,91.32089208679473
1014255,32,private,49703.25,15,Married,professional,caucasian,Male,0,0,60,357,216,0,1,68.53183226740073,53.55113929314687
1002582,39,private,77236.25,13,Never-married,clerical,caucasian,Female,0,NA,50,NA,494,0,0,78.61866308854643,93.53711339896502
1030644,23,NA,13873,11,Never-married,NA,not_caucasian,Female,0,0,30,NA,17,0,0,43.3817350566171,43.5672447096013
1032101,22,private,7846.75,13,Married,clerical,not_caucasian,Female,2885,0,25,249,406,0,0,70.46732042014905,66.80829979441563
1002201,36,NA,34373,9,Divorced,NA,not_caucasian,Female,0,0,40,65,388,0,0,61.04222933177923,77.11596523645287
1009835,27,private,54695.25,9,Married,cleaner,caucasian,Male,NA,0,50,NA,483,0,0,56.80594018376479,68.69720852712996
1021749,34,self_employed,NA,10,Divorced,service,caucasian,Male,0,NA,80,214,NA,0,0,58.2613197138934,68.25259517053493
1039689,21,government,74788.25,10,Never-married,clerical,caucasian,Female,0,0,15,212,135,0,0,68.0720002065457,79.53963168057294
1036913,33,private,34327.5,9,Never-married,factory,caucasian,Female,0,0,40,367,155,0,1,53.60124088440139,70.1778782065481
1013788,65,self_employed,13973.5,15,Divorced,tech,caucasian,Male,0,0,40,117,232,0,0,79.16105834913682,84.24611192489357
1006738,18,private,53297.75,9,Married,service,caucasian,Male,0,0,50,NA,NA,0,0,39.65106689898918,64.1491332815117
1047398,30,private,22786.25,9,Married,factory,caucasian,Male,0,0,40,20,236,0,0,75.81091365377682,66.30162821795082
1003439,50,private,34224.5,11,Widowed,executive,caucasian,Female,NA,0,55,79,429,0,0,36.42289564674939,40.00805159066651
1033141,24,private,27263.25,9,Never-married,service,caucasian,Male,0,0,25,456,385,0,0,67.8131334629452,70.53367751741102
1000915,31,NA,46592.25,5,Divorced,NA,caucasian,Female,0,0,40,117,312,0,1,71.70786919188451,71.21632992961008
1035395,73,private,71170,9,Divorced,service,caucasian,Female,0,0,20,NA,313,0,0,32.48523195012584,58.63832572364192
1008792,52,self_employed,30259.5,9,Widowed,service,not_caucasian,Female,0,0,43,454,270,0,0,52.751854195152475,57.057404618597474
1042603,41,private,NA,9,Never-married,clerical,caucasian,Male,0,0,40,490,486,0,1,58.435703980266496,68.25259517053493
1040787,21,private,28276.5,10,Never-married,service,caucasian,Female,0,NA,30,99,204,0,0,26.15266867957041,61.134626884166806
1014528,22,private,53635.5,10,Never-married,clerical,caucasian,Male,0,0,40,345,214,0,0,23.43445828953889,40.99886111666359
1021219,31,private,11824,10,Married,clerical,caucasian,Female,0,1740,20,68,405,0,0,57.273987845537405,85.38994610618462
1020043,14,private,92387.25,10,Never-married,service,not_caucasian,Female,0,0,30,369,NA,0,0,26.675581023355786,55.856689091318124
1015870,25,government,20121.25,14,Divorced,executive,caucasian,Female,0,0,40,160,123,0,1,74.8021236276825,65.04412187113765
1038294,69,private,50140,13,Married,cleaner,caucasian,Male,0,0,20,91,349,0,0,34.165881863658846,43.16839607470403
1019422,27,private,50944,9,Married,craft,caucasian,Male,0,0,50,212,62,0,1,91.9000630191078,96.1015250162156
1004207,43,self_employed,42837.75,12,Married,craft,caucasian,Male,0,0,20,184,295,0,1,52.61721420593834,62.20318207059822
1044239,31,private,60340,13,Never-married,sales,caucasian,Male,0,0,40,NA,280,0,0,82.0048098919387,78.42001778286564
1012946,NA,private,67820.5,7,Divorced,lawenf,caucasian,Female,0,0,20,247,271,0,0,59.145231307333304,68.25259517053493
1025733,19,NA,14332.25,10,Never-married,NA,caucasian,Female,0,0,30,480,222,0,0,19.929597750757416,21.138216149080925
1024912,27,private,17370.25,9,Divorced,factory,caucasian,Male,0,0,40,310,NA,0,1,41.1343140200336,70.62868948311933
1047136,24,private,73272.75,9,Married,cleaner,caucasian,Male,NA,0,40,467,357,0,0,57.30111813355038,89.71723084016048
1028354,32,government,31912.75,9,Married,lawenf,caucasian,Male,0,0,40,166,244,0,0,35.021901088640455,51.515949532444424
1031320,19,private,22453.25,9,Married,factory,caucasian,Female,0,0,40,420,NA,0,0,13.944863721513613,48.73859760529368
1047248,21,private,39245,9,Never-married,factory,caucasian,Male,0,0,60,149,234,0,0,56.158357329287014,81.49508584364489
1001479,57,government,49454,9,Married,professional,caucasian,Male,0,0,24,315,NA,0,0,74.80819764775796,107.88140819582433
1009434,17,private,21504.75,7,Never-married,sales,caucasian,Female,0,0,36,465,322,0,0,16.398510538806505,16.697072892471652
1002682,41,private,79817.75,10,Married,sales,caucasian,Male,0,0,50,NA,437,0,1,98.0845465688507,113.39747771485716
1045439,67,self_employed,34298,9,Married,clerical,not_caucasian,Male,0,0,12,424,145,0,0,58.28522026734815,59.86052931728939
1013739,14,private,76468.5,9,Married,craft,caucasian,Male,0,0,60,378,NA,0,0,52.837497998238874,63.074775000251236
1026560,28,private,18923.75,10,Divorced,service,caucasian,Female,0,0,60,171,249,0,1,17.317175659099735,20.805014627863688
1006201,23,private,31653.25,13,Never-married,clerical,caucasian,Female,0,0,40,NA,15,0,0,31.145988464623457,27.35680974483138
1010874,57,self_employed,63316.75,3,Divorced,service,caucasian,Female,0,0,35,NA,350,0,0,46.128349667612035,36.212456783932794
1002933,33,private,29824.25,9,Married,service,caucasian,Male,0,0,40,431,NA,0,0,3.989850588472792,21.952626693094018
1007751,31,private,39796.75,10,Married,craft,caucasian,Male,0,0,25,NA,280,0,0,64.08875154061005,61.61189784332534
1015028,39,private,33591.75,9,Never-married,craft,caucasian,Female,0,0,43,475,142,0,1,69.26697577903838,63.534740870620396
1037230,36,private,67073,9,Married,craft,caucasian,Male,NA,0,41,267,226,0,0,82.31420967977729,81.43685418990157
1010410,24,private,68811,10,Never-married,executive,not_caucasian,Male,0,0,35,NA,280,0,0,103.21979170177447,100.77722562246262
1008229,22,private,47865,6,Never-married,sales,not_caucasian,Female,0,0,40,363,23,0,0,46.4249693623271,73.71407874095719
1030672,48,private,43484.5,9,Married,executive,caucasian,Male,0,0,60,217,25,0,0,37.603002352382866,56.639938191963
1011654,28,private,48535,10,Divorced,factory,not_caucasian,Male,0,0,50,435,NA,0,1,103.05907459670608,91.6739455005586
1029216,30,government,49058.5,9,Divorced,craft,caucasian,Female,0,0,40,21,NA,0,0,80.76667367008278,94.83803330074291
1016756,46,private,69799,13,Never-married,craft,caucasian,Female,0,0,40,483,162,0,0,75.43105379008452,76.15485532268539
1008377,50,private,105210.5,12,Divorced,estate_agent,caucasian,Female,0,0,40,472,NA,0,0,28.0851024607925,34.37408296841697
1039330,65,private,42896,13,Never-married,executive,caucasian,Male,0,0,40,127,248,0,0,27.362651213407265,34.56987767024438
1037073,26,private,64896.25,10,Never-married,sales,caucasian,Male,0,0,24,338,90,0,1,70.52745779821879,101.01541958419455
1031746,38,government,12030.75,10,Divorced,executive,caucasian,Female,0,0,40,NA,473,0,0,17.44309786403236,31.466027903252844
1040454,27,private,44170.75,11,Married,service,caucasian,Male,0,0,60,NA,202,0,1,63.732826863785,69.80525920943428
1018190,36,private,47208.5,5,Married,trucker,caucasian,Male,0,0,50,292,345,0,1,45.70365707131807,97.10690238026092
1020677,17,private,40029.5,8,Never-married,sales,caucasian,Female,0,0,10,NA,293,0,0,96.40881555206214,102.53973574413725
1036463,14,private,43955,7,Never-married,cleaner,caucasian,Male,0,0,25,NA,NA,0,0,73.08007959599547,77.45681765692002
1030892,61,government,25015.75,9,Married,craft,not_caucasian,Male,0,0,40,130,NA,0,0,69.54309322484028,75.0225138153147
1006707,14,private,42249.25,11,Never-married,executive,caucasian,Male,0,0,40,328,NA,0,0,81.24449633373104,93.6143808493818
1006217,51,private,38995.75,9,Married,craft,caucasian,Male,0,0,50,372,422,0,0,112.34966765761268,124.5029934495932
